Text,Label
HEAT  NOW   THE   ,aquinas
THEM  ANY   ONE   ,plato
SMITH STOOD BESIDE,tolstoy
DOES  SEAR  MINE  ,shakespeare
ONE   FINGERLIFTED,tolstoy
LASTS FOR   EVEN  ,aquinas
DAY   NOT   WITH  ,hawthorne
PART  AND   PART  ,shakespeare
JACKETWAS   JUST  ,tolstoy
THE   COLOURFROM  ,shakespeare
GUARDSLIKE  ALL   ,plato
BEFOREYOU   SHOWS ,confucius
SAY   HAS   BROKEN,tolstoy
BEFORETHE   FATAL ,hawthorne
REPORTREPLY OBJ   ,aquinas
TENDEDTHEM  WHILE ,plato
SURE  AND   MUST  ,plato
SHE   WORE  THE   ,hawthorne
REASONBUT   NOT   ,aquinas
ALL   THE   MORN  ,confucius
THE   INSECTPESTS ,confucius
VULGARFELLOWCOME  ,confucius
THEY  PASS  AND   ,plato
EYES  PEARL MISSES,hawthorne
FOR   THE   NURSE ,shakespeare
PERSONLEARN RIGHT ,confucius
MEN   ARE   OFTEN ,plato
THE   GREEN LETTER,hawthorne
COR   THE   LETTER,aquinas
THEY  PRAISEAND   ,plato
THESE WORDS WENT  ,tolstoy
WILL  CRY   UPONT ,shakespeare
LYRIC VERSE NOT   ,plato
WERE  WHICH THE   ,hawthorne
VAIN  FOOL  THOU  ,shakespeare
WAS   HARDLYSAFE  ,hawthorne
FIRE  AND   ONE   ,tolstoy
GIVE  THE   WORTHY,shakespeare
CHAIR YOU   ARE   ,hawthorne
SUCH  RULE  THAT  ,shakespeare
SHE   TRODE ALONG ,hawthorne
AND   FELL  FAR   ,tolstoy
WILL  VELLETSUCH  ,aquinas
WAS   TOO   INERT ,hawthorne
FRESH ART   THOU  ,shakespeare
HAST  THOU  CARE  ,aquinas
RICH  FAMILYNOR   ,plato
AND   SALT  WAVES ,shakespeare
NURSE WITH  CORDS ,shakespeare
THIS  GREAT STAGE ,shakespeare
BORS  YOU   KNOW  ,tolstoy
THAT  COUCH WAS   ,tolstoy
JURISTSTATESFIRST ,aquinas
CALL  KEPT  THINGS,tolstoy
MINE  NOT   THINE ,shakespeare
LOVE  THOSE THAT  ,tolstoy
RODE  ROUND HIS   ,tolstoy
THING AND   LOVE  ,plato
NEW   WELL  THEN  ,tolstoy
NOR   BAD   NOR   ,plato
WHAT  WAY   DOES  ,plato
ITS   CUSTOMAND   ,aquinas
HAND  SHE   SAT   ,tolstoy
GIVE  YET   MORE  ,aquinas
HER   NEEDLETHATS ,hawthorne
AND   CURB  THIS  ,shakespeare
THE   FAMILYHAVING,tolstoy
RULER CRIES AND   ,confucius
THE   FLOOR THIS  ,hawthorne
BLAND CHAP  XXIX  ,confucius
ROUSE THE   TIGER ,confucius
THY   NURSE LIE   ,shakespeare
TOUCH THE   GOOD  ,aquinas
EACH  PART  BEING ,shakespeare
THIS  SEVEN GABLED,hawthorne
RIGHT WITH  REGARD,confucius
TURNEDASIDE AND   ,plato
OFF   GOING FOR   ,tolstoy
MIGHT REACH ALL   ,aquinas
NOT   STAY  FOR   ,tolstoy
CAN   FANCY THAT  ,tolstoy
THESE TWO   FATED ,hawthorne
OWN   REGIONAND   ,hawthorne
THEM  WERE  GROOMS,tolstoy
ABOUNDAMONG THE   ,confucius
NOT   FOLLOWTHAT  ,aquinas
THEY  WILL  FIRST ,plato
WITH  THE   THICK ,tolstoy
SCANT CURLY HAIR  ,tolstoy
TAKE  ONLY  ONE   ,tolstoy
AND   TELLS HIM   ,plato
THE   CHAIN THAT  ,hawthorne
NOTE  THE   REST  ,plato
LIT   THREE FORCES,confucius
FEAR  ENTER SIR   ,shakespeare
HIS   CHEEK THANKS,tolstoy
STOOD STILL THIS  ,confucius
KNOW  COLORSBUT   ,aquinas
CHAP  XLV   TSZE  ,confucius
GIVE  THE   SHADOW,hawthorne
THIRD WHICH THEN  ,plato
SHOULDREMINDHIM   ,hawthorne
PLEASEYOUR  GRACE ,shakespeare
SMILEDYES   YOURE ,tolstoy
HER   TIME  SOME  ,shakespeare
THERE GREW  AND   ,tolstoy
YOU   HAVE  LOST  ,hawthorne
SOUGHTBUT   WHICH ,aquinas
AND   MOVED REPLY ,aquinas
THINGSYOU   HAVE  ,plato
MAN   WHO   VALUED,tolstoy
ITS   VULG  THY   ,aquinas
SEARCHAND   THE   ,plato
AFTER THAT  ROSTV ,tolstoy
FROM  THEIR PLAY  ,hawthorne
THIS  HORRORAND   ,tolstoy
THAN  GOD   WAS   ,aquinas
SUCH  POTENTLYES  ,plato
OUR   CITY  THE   ,plato
THEY  ARE   SINFUL,aquinas
HEARD ONE   NIGHT ,shakespeare
KNOW  FOR   THEN  ,aquinas
HIS   FAIR  CURLS ,tolstoy
THINGSTHAN  HIM   ,aquinas
WHICH MAN   THUS  ,hawthorne
THE   TRUE  THERE ,aquinas
FIFTY AND   ARE   ,confucius
TRUE  MUSE  THE   ,plato
ALONG NOW   QUICK ,tolstoy
MUSIC THAT  WILL  ,shakespeare
BODY  HAD   NOT   ,tolstoy
WORKS AFTER THE   ,aquinas
YOUNG AND   FAIR  ,hawthorne
TREE  STANDSLARGE ,confucius
THE   CHILDSHEART ,hawthorne
COULD THEY  AFTER ,plato
POWER AND   ALSO  ,plato
STAND STILL AND   ,tolstoy
WIT   GOD   BLESS ,shakespeare
BEAMEDWITH  THE   ,tolstoy
BEFORETHAT  WHICH ,aquinas
HOW   MUCH  UNLESS,plato
MIND  THE   KING  ,confucius
HAND  CHRISTCAST  ,aquinas
THESE THINGSTAKEN ,confucius
WHEN  ANYONEFROM  ,aquinas
JUST  SEEN  WERE  ,tolstoy
MADE  HIS   WAYS  ,aquinas
ELM   THE   CABMAN,hawthorne
EVERY SIN   TENTH ,aquinas
HAS   GIVEN THESE ,plato
LIKE  MOVED THE   ,confucius
MAKE  OUT   WHAT  ,tolstoy
THING MOVED TEND  ,aquinas
HAND  AND   YOUR  ,tolstoy
VIEW  ART   HAS   ,plato
INNER MAN   GAVE  ,hawthorne
CHAP  THERE WERE  ,confucius
WAYS  CHAP  THE   ,confucius
TWO   CANNONSHOTS ,tolstoy
RISK  HIS   VERY  ,confucius
THE   WHOLE SHALL ,plato
AGAIN SHE   HAS   ,hawthorne
MEN   DESIREWHY   ,shakespeare
INTO  THIS  BRIEF ,hawthorne
KEEP  YOU   OUR   ,shakespeare
PHBE  GAZINGINTO  ,hawthorne
CAME  NOT   EVEN  ,hawthorne
THIS  WAY   BEFORE,aquinas
GIRL  SHE   HATH  ,shakespeare
PLAYEDHER   PART  ,tolstoy
DEEPERWITH  THE   ,hawthorne
PIERRECAST  UPON  ,tolstoy
WITHINTHE   LAW   ,hawthorne
MAN   TAKINGHER   ,tolstoy
LIGHT UPON  THE   ,plato
LARGE STOUT FIGURE,tolstoy
ACTS  THEY  MAY   ,aquinas
EDMUNDAND   OSWALD,shakespeare
QUEER AND   QUAINT,hawthorne
SIMPLYBUT   ONLY  ,aquinas
HER   SPIRITWHICH ,hawthorne
VIRTUETHAT  ART   ,shakespeare
AND   WAVINGTHE   ,tolstoy
CHOOSEAMONG THESE ,hawthorne
WHO   AFTER LOSING,tolstoy
ARE   THOSE DUTCH ,hawthorne
CORPS AND   THE   ,tolstoy
BODILYORGANSJUST  ,aquinas
NAN   CHUNG OUR   ,confucius
AND   NOW   ISRAEL,aquinas
SPEAK AND   WHAT  ,hawthorne
THY   LIPS  AND   ,shakespeare
HESTEROUR   PEARL ,hawthorne
LOVE  YOU   ASIDE ,shakespeare
ADMIT THAT  WINE  ,plato
SOUL  AND   HEALTH,plato
THE   OTHERSSOUL  ,hawthorne
MERIT SINCE REWARD,aquinas
FROM  ALL   SACRED,plato
THE   SENSESHENCE ,aquinas
HIM   HURRAHLADS  ,tolstoy
AND   GROW  DOES  ,confucius
THE   FEW   YARDS ,hawthorne
PLACE WHERE LAY   ,tolstoy
THOU  WORSE THAN  ,shakespeare
HAD   ALL   MANNER,plato
LEST  THE   JEWS  ,aquinas
WHO   LOSES WITH  ,plato
YOU   ASKED PRINCE,tolstoy
LAST  THE   STRING,plato
DURINGTHEIR DAYS  ,confucius
ALL   DIE   FOR   ,tolstoy
CLUB  DASH  OUT   ,shakespeare
UNLIKEALAS  THE   ,hawthorne
THE   INJURYDOES  ,plato
AND   HAVINGNOW   ,shakespeare
WAS   THE   REASON,plato
MOUTH WITH  HIS   ,tolstoy
BOLD  TIS   PLAIN ,confucius
AND   FLOOR HAD   ,hawthorne
BREASTAND   THAT  ,hawthorne
HIS   WISH  MAY   ,plato
HER   HEART AGAIN ,hawthorne
ARE   EITHERMORAL ,aquinas
MAN   HUNG  UPON  ,aquinas
WILL  SEND  YOU   ,confucius
ACCORDTHAT  WHICH ,aquinas
THAT  ONE   SHALL ,plato
THEM  WELL  NOW   ,tolstoy
EVERY JUDGE AND   ,plato
TRUTH THE   SMOKE ,hawthorne
SHOW  THE   LIFE  ,confucius
WOLFS PATH  AND   ,tolstoy
WITH  CLEAR AND   ,confucius
AVOID THEY  WHO   ,confucius
THUS  MAKINGTHE   ,aquinas
MUCH  THE   FITTER,hawthorne
TURN  SHOULDSERVE ,confucius
NOW   WHERESTHE   ,shakespeare
SOME  ONE   WITH  ,confucius
BUT   ARE   ADDED ,plato
SHALL PAY   DEAR  ,shakespeare
FINDS THE   WHEEL ,hawthorne
NOW   UPON  THE   ,shakespeare
LESS  SIZE  TWELVE,plato
DAY   HANG  UPON  ,shakespeare
THE   RULE  RATHER,confucius
WITH  TSOO  WITH  ,confucius
AND   DRUMS INSIDE,confucius
PIERREPIERRETOLD  ,tolstoy
EYE   THAT  SAW   ,hawthorne
LIFE  BUT   HABITS,aquinas
GET   PAST  THE   ,hawthorne
LIKE  THE   EYE   ,plato
ANGUS THANKSFOR   ,shakespeare
WAS   BEATENBACK  ,hawthorne
PRYNNEWHAT  EVIL  ,hawthorne
HOPE  THAT  HEADS ,plato
CHILD HER   GARB  ,hawthorne
HENCE THE   YELLOW,hawthorne
WOULD WEAR  ALL   ,confucius
OBEY  SPEAK WHAT  ,shakespeare
MORE  SPACE THAN  ,hawthorne
PARENTTHREE YEARS ,confucius
STILL ARE   YES   ,tolstoy
FIVE  OXEN  WERE  ,aquinas
THAT  WOMAN THERE ,aquinas
SEIH  FROM  DEATH ,confucius
ARE   RISKY AND   ,confucius
FOR   THIS  ASKED ,confucius
MIGHT NOT   REALLY,hawthorne
SEND  FOR   MORE  ,shakespeare
MOTIONHERE  ARE   ,shakespeare
FILLEDWITH  SMOKE ,hawthorne
HIM   NURSE WILL  ,shakespeare
MAKINGTHIS  SMALL ,hawthorne
AND   PEPPERINT   ,shakespeare
CHIDE THEM  FOR   ,aquinas
SHADOWAND   OTHER ,plato
BIER  THOU  SHALT ,shakespeare
SAYS  HIS   NAMES ,shakespeare
BUT   HELL  HAVE  ,shakespeare
SHE   WAS   REAL  ,hawthorne
HELP  SEEINGTHESE ,tolstoy
THE   STREETMADE  ,hawthorne
DID   QUITE QUITE ,tolstoy
YOUR  POISE WILL  ,hawthorne
THAT  IVE   ENOUGH,tolstoy
LOOK  THAT  SEEMED,tolstoy
RULERSAND   THERE ,plato
AND   LET   CASES ,plato
TWO   POINTSARISE ,aquinas
EARL  WILL  YOU   ,shakespeare
CHURCHARE   TAKEN ,aquinas
WAITEDTILL  FYODOR,tolstoy
WITH  HIS   LAWFUL,hawthorne
LAND  YOU   MUST  ,shakespeare
YOUR  MOTHERCRAVES,shakespeare
THAN  THOU  DIDST ,shakespeare
RUN   AND   CATCH ,hawthorne
ALWAYSFELT  KINDLY,hawthorne
DEADLYSYMBOLFROM  ,hawthorne
THE   EVIL  WITHIN,hawthorne
DANCE THE   YOUTH ,hawthorne
FROM  THE   FOUL  ,shakespeare
EXEUNTTHE   FRENCH,shakespeare
DUST  WHICH THE   ,shakespeare
THAT  KEEPS YOU   ,shakespeare
THE   DUSKY TIME  ,hawthorne
BUT   DOST  THOU  ,hawthorne
OFF   WHY   HAVENT,tolstoy
SHE   HAS   ONLY  ,plato
ORDERSAND   THEN  ,confucius
VIRTUEHOW   DARE  ,confucius
KATIE SHE   SAID  ,tolstoy
CASTLEENTER EDMUND,shakespeare
AGAIN HER   EYES  ,tolstoy
WELL  INDEEDWHO   ,hawthorne
HIGH  WOODENFENCES,hawthorne
ABSURDWHEN  YOU   ,hawthorne
MENS  DAILY USE   ,hawthorne
NAME  THAT  WHICH ,shakespeare
WHO   LEARNSMANY  ,confucius
WAS   SOLD  VIZ   ,aquinas
CELEB MISS  SAYS  ,aquinas
SINCE GLORY FLOWS ,aquinas
THE   GAPINGCROWD ,hawthorne
PLAGUEWHEN  MADMEN,shakespeare
AFTER THEIR WAYS  ,plato
NAY   THATS TRUE  ,shakespeare
FALSE WHOM  SHOULD,confucius
LADIESTHAT  HAVE  ,shakespeare
MUST  FREELYHAVE  ,shakespeare
ROAD  WHEN  THE   ,tolstoy
MAY   THE   BETTER,hawthorne
ROOM  NATSHAWAS   ,tolstoy
DEATH HENCE OTHER ,aquinas
VERY  TRUE  CAN   ,plato
AND   NOT   VICE  ,aquinas
MAN   CANNOTSMELL ,shakespeare
WEEK  BEFORETHE   ,tolstoy
NEVER FAIL  FIRST ,confucius
HEAVENHAD   WISHED,confucius
ORGAN HAD   NOT   ,hawthorne
THAN  HATREDFOR   ,aquinas
MAN   CHAP  XXIV  ,confucius
THINK YOU   ANY   ,plato
ARE   THE   DESIRE,aquinas
SENSE NOT   THAT  ,plato
THEY  WOULD WILL  ,aquinas
SAID  HIS   WIFE  ,tolstoy
STILL FAR   AWAY  ,tolstoy
VICE  VERSA VIZ   ,aquinas
NONE  ENTER YOUNG ,shakespeare
FREE  THEE  FROM  ,shakespeare
HAS   TWO   SORTS ,aquinas
NONE  NOR   KNOW  ,shakespeare
NINTH HOUR  AND   ,aquinas
ITSELFTHE   OTHER ,aquinas
PASSEDFROM  EARTH ,hawthorne
WILL  THAT  SAVE  ,hawthorne
ALSO  THAT  WHEN  ,plato
BADLY AND   THEY  ,tolstoy
POETS ARE   NOT   ,plato
KNOW  ALL   SAID  ,hawthorne
FAR   WORSE THAT  ,aquinas
MASTERTHAT  WOULD ,confucius
BRASSYBOSOMSAND   ,shakespeare
TIPTOEABOUT THE   ,hawthorne
BEING DONE  LET   ,shakespeare
SOME  GOOD  ACTION,plato
WHAT  TREES GROW  ,confucius
PLAIN BUT   HIS   ,confucius
FIGHT EITHERFOR   ,tolstoy
KILL  HIS   MASTER,plato
GOOD  EVEN  THOUGH,hawthorne
AIR   AND   SWIMS ,aquinas
AFTER THEIR RULERS,plato
FORTH HIS   UTMOST,confucius
WHAT  CAN   MAN   ,confucius
FOR   GOVERNAND   ,confucius
NOT   EXPECTTHEM  ,aquinas
WAS   PEARL THE   ,hawthorne
ART   FOR   THY   ,shakespeare
HIS   MOTHERSPOKE ,tolstoy
RATHERTHE   RAGGED,hawthorne
BEEN  AUGHT BUT   ,shakespeare
TRUTH FIRST ABOUT ,plato
WHAT  GREAT ONES  ,shakespeare
HEART WHO   ARE   ,aquinas
WINE  FROM  MANY  ,aquinas
THE   REASONRULES ,aquinas
AGONY HAD   BEEN  ,tolstoy
THINE OWN   EVIL  ,shakespeare
STILL WORTH HAVING,plato
LEG   BANDS DEAR  ,tolstoy
YOU   MAY   SCHEME,hawthorne
THE   HOUSE ONCE  ,confucius
SAME  GAMES AND   ,plato
LOW   TONES WHEN  ,tolstoy
THE   LAP   DOG   ,tolstoy
WHY   THOU  WILT  ,shakespeare
SECONDWAS   OVER  ,tolstoy
THEE  BUT   THAT  ,aquinas
THE   POET  WHO   ,plato
FOUND SAID  THE   ,hawthorne
HER   FATHERTHE   ,tolstoy
FAITH THE   THIRD ,aquinas
SEEMEDGOOD  TEN   ,tolstoy
LONGEDFOR   PRIZE ,confucius
WORK  ITSELFAND   ,tolstoy
DEAD  AND   THIS  ,aquinas
NOT   OBEY  THESE ,plato
PUT   THE   CHILD ,hawthorne
THE   COLD  CRUEL ,tolstoy
SPACE FROM  THE   ,aquinas
THE   MAT   WHEN  ,confucius
WIPE  AWAY  TEARS ,aquinas
CUT   SHORT THIS  ,tolstoy
THE   POWER THEN  ,plato
TEMPLEAND   WANG  ,confucius
HESTERPRYNNEDID   ,hawthorne
NOT   DARE  LIKE  ,plato
WHO   WAS   SAID  ,tolstoy
ALL   WITHINTHE   ,confucius
MALICEAND   HATRED,hawthorne
WEST  WERE  AND   ,confucius
OTHER LAW   AND   ,plato
ALL   FRENZYAND   ,plato
AND   WITH  PETER ,tolstoy
EVER  DONE  NOR   ,plato
FEASTSWHO   ARE   ,plato
ABOUT THIS  NOW   ,confucius
AND   ANGUS THANKS,shakespeare
PRAY  GOD   GRANT ,shakespeare
BOUNDSWHICH YOU   ,confucius
ALIVE WAS   NOT   ,aquinas
LISTENBUT   THIS  ,tolstoy
MUCH  EVIL  WAS   ,hawthorne
ITS   FATAL COURSE,confucius
BEARD THE   SHAPE ,shakespeare
AWARE THAT  POETRY,plato
WHILE THE   WISE  ,plato
WELL  KNOWN SHAPES,hawthorne
SENSE ABOUT THEE  ,shakespeare
EVER  WAS   BORS  ,tolstoy
FAULTSAND   RAISE ,confucius
SOUND WHY   MUSIC ,shakespeare
FOUL  FIEND HATH  ,shakespeare
CHOSENAND   WELL  ,plato
THAT  KEEP  THE   ,shakespeare
THREE WAYS  WITH  ,aquinas
OPE   HIS   LETTER,shakespeare
LOTS  WHICH THE   ,plato
DOTH  CHANGEHIS   ,shakespeare
THOUGHTHE   WISDOM,shakespeare
REST  AND   SMILED,tolstoy
LOWER POWERSFOLLOW,aquinas
HAND  WILL  RUN   ,plato
THAT  WAR   SHOULD,aquinas
HAS   INDEEDSOME  ,aquinas
SCOPE AND   THEN  ,confucius
SERM  XXXIIIREPLY ,aquinas
AGENT CEASESTHEN  ,aquinas
UNTO  THINE EYES  ,shakespeare
HELD  HER   MOIST ,tolstoy
MORE  THEY  LITTLE,hawthorne
MOVES THE   WILL  ,aquinas
ONE   NIGHT HERE  ,shakespeare
DEAD  WORKS ETC   ,aquinas
THERE WHO   SEEING,plato
WITH  DIVERSSEEDS ,aquinas
THEIR TENDERYOUTH ,confucius
PRINCEVASLI BENT  ,tolstoy
VERY  SPHEREWHICH ,hawthorne
WAS   HUNGRYSAYS  ,aquinas
LININGSEEN  THERE ,confucius
GLOSS SAYS  NOT   ,aquinas
SMALL BOYS  SHE   ,hawthorne
SHALL OBEY  YOU   ,shakespeare
WILL  TAKE  CHARGE,plato
NOT   THIS  SHOW  ,plato
THE   WAY   THOSE ,plato
SAID  YES   THIS  ,confucius
BEASTSTHAT  QUENCH,shakespeare
THE   ONLY  SUCH  ,tolstoy
MAY   ONE   CATCH ,shakespeare
RED   AND   HORNED,confucius
BEFORESAID  THE   ,hawthorne
END   IMPLY ORDER ,aquinas
TOWN  SHE   KNEW  ,tolstoy
FOR   WHOM  MUST  ,tolstoy
THOSE WHOSE SINS  ,aquinas
NOW   DEAR  BOY   ,tolstoy
HAS   QUITE HIDDEN,hawthorne
ALACK WHAT  BLOOD ,shakespeare
OUR   VOWS  WHICH ,shakespeare
DEATHSLET   WOUNDS,plato
OFTEN AND   STILL ,plato
HIS   LEGS  BUT   ,tolstoy
SHALL SAY   THOU  ,aquinas
OLD   NOBLE MOSCOW,tolstoy
AND   FOR   SLEEP ,tolstoy
HIS   FAST  HORSES,tolstoy
OUR   WORKS THE   ,aquinas
THREE OTHERSHAVING,confucius
COLD  WHICH THEY  ,plato
THE   AGORA HAVE  ,plato
ONE   HABIT AND   ,shakespeare
HIM   THAT  GIVES ,shakespeare
THE   FIVE  SHOULD,plato
THEIR VIRTUEAND   ,shakespeare
TALK  ABOUT OUR   ,tolstoy
ORDER GONE  PLACE ,confucius
FIRE  THE   RISING,confucius
EACH  WILL  CALL  ,plato
THE   FEAST BUT   ,confucius
LIKED HER   AND   ,tolstoy
ONLY  ONE   LOVE  ,plato
NOT   SEEN  WHAT  ,aquinas
HARSH VAINLYYOU   ,confucius
WAR   AND   MAKE  ,tolstoy
RETURNAND   HESTER,hawthorne
WREN  HOW   MANY  ,shakespeare
AND   ITS   JUST  ,tolstoy
FLY   THE   BUSHY ,confucius
FOR   THE   OTHERS,hawthorne
BURIEDAPART TELFY ,plato
TASTE THE   DUKE  ,confucius
SALES WHICH THE   ,plato
THAT  HUMBLEAND   ,hawthorne
SOUL  BUT   THIS  ,aquinas
THEY  ARE   BEHIND,confucius
ARE   THAN  MANY  ,plato
THE   WORLD NEVER ,hawthorne
BIRD  GOOD  THE   ,confucius
JOB   DOTH  NOT   ,aquinas
LOWER THAN  HER   ,shakespeare
NOT   BESIDETHE   ,aquinas
EXIT  THIS  FELLOW,shakespeare
HIS   OLD   AGE   ,tolstoy
EASE  SUH   SUH   ,confucius
THE   IMAGE ONLY  ,plato
HER   DEARLYAND   ,shakespeare
THE   TERRORAND   ,hawthorne
FROM  LADY  JULIET,shakespeare
LIFE  WAS   LOW   ,confucius
THEY  BURNT THEM  ,aquinas
WHERE PIERRESAT   ,tolstoy
WANT  HIM   NOW   ,tolstoy
MONTHSDID   NOT   ,confucius
OBJ   THE   HABITS,aquinas
CORNERTHE   MASTER,confucius
UNITY ITSELFWHICH ,aquinas
MAY   HAPPENYES   ,plato
THIS  DAY   ONE   ,hawthorne
SIRRAHFETCH DRIER ,shakespeare
SHOULDOBTAINYOUR  ,plato
TIME  DID   THE   ,plato
BODY  WENT  ROUND ,tolstoy
DOING NOW   EVERY ,plato
FACE  VERY  OFTEN ,hawthorne
CLERK FROM  THE   ,tolstoy
THEM  KINGS THE   ,shakespeare
AND   YEN   YUAN  ,confucius
FADED VELVETCOAT  ,hawthorne
FLAME FOR   HEAVEN,confucius
SCREENWHEN  THE   ,confucius
FACES BUT   ONLY  ,tolstoy
LAW   AND   FACT  ,plato
DRAW  SWORD AGAIN ,shakespeare
HER   TEARS WHICH ,shakespeare
AVOID FOLLY AND   ,aquinas
COULD NOT   MUSTER,plato
PAY   HIS   BREATH,shakespeare
GREAT MANY  MORE  ,plato
BROAD AND   SULTRY,hawthorne
THAT  OUR   HEAD  ,aquinas
HOURS LONGERAND   ,hawthorne
COULD FOLLOWWHAT  ,confucius
BEFORENOR   INDEED,hawthorne
FOR   SINS  FOR   ,aquinas
SENT  AWAY  HWAN  ,confucius
THE   MOON  BOTH  ,aquinas
AND   BEARS FRUIT ,plato
THEN  AND   UNTIL ,tolstoy
AWAY  THE   SAVING,aquinas
LET   THIS  GIVE  ,confucius
MAN   THOSE WHO   ,plato
FIRST ANSWERTHAT  ,shakespeare
YOU   HAVE  ERRED ,confucius
FROM  MOSCOWWHICH ,tolstoy
THE   HOUSE SHALL ,plato
HIS   FAMILYTAKE  ,tolstoy
PLACESTHAN  ONE   ,plato
WOULD STAND FAST  ,plato
POCKETAND   OPENED,tolstoy
PEELEDNUT   AND   ,tolstoy
WITH  THE   METIC ,plato
THOSE STALE IDEAS ,hawthorne
BONE  THE   LASH  ,shakespeare
COLONYHAS   BEEN  ,plato
UNTIL FIFTY BOOK  ,plato
MEN   BUT   SURELY,confucius
ATTACKTHE   FRENCH,tolstoy
ONE   BEEN  HURT  ,confucius
HAS   KNOWN HERES ,shakespeare
AND   THE   JAR   ,hawthorne
LONGERNAMED THE   ,confucius
PROPOSSHE   ADDED ,tolstoy
BEFORETHE   ANGEL ,aquinas
NIGHT GEAR  THE   ,hawthorne
HAD   METAL STRAPS,tolstoy
DOES  THE   POWER ,aquinas
FACE  WAS   DRAWN ,tolstoy
PLACE THE   OLD   ,confucius
MORE  THAN  JUST  ,hawthorne
HUMAN MERIT WHICH ,hawthorne
WIDE  YOULL TIRE  ,tolstoy
HECATEWHY   HOW   ,shakespeare
JORDANWERE  TURNED,aquinas
THE   ENTIRERULING,plato
GOES  CHAP  THE   ,confucius
AND   DRIFT ABOUT ,confucius
THAN  THE   BLOODY,hawthorne
TWO   QUARTSTHIS  ,plato
CHILD WHEN  SHE   ,aquinas
WOOES EVEN  NOW   ,shakespeare
SPELL NOR   AMULET,plato
THE   THREE AND   ,plato
COMMONFLESH NOR   ,aquinas
ONE   WHO   MOVES ,aquinas
WAS   NEXT  BUT   ,plato
THIS  WAS   WHERE ,tolstoy
GAVE  HIM   REASON,aquinas
BEFORESHED  JOINED,tolstoy
WORD  PUTS  OUT   ,plato
WOULD FEEL  WHEN  ,tolstoy
THEE  TWO   TABLES,aquinas
CIRCLEROUND ABOUT ,hawthorne
MORE  THE   PEOPLE,hawthorne
FOUR  LONG  AND   ,hawthorne
THIRTYYEARS BUT   ,plato
THE   BAKER THE   ,hawthorne
SECONDATTACKFOR   ,tolstoy
AND   THIS  WOMAN ,tolstoy
SHINE WITH  THE   ,aquinas
PERSONFOR   THE   ,aquinas
LOVE  WHICH ALL   ,plato
ILL   TAKEN FROM  ,aquinas
THE   MURDERWAS   ,aquinas
HAVE  RATHERBLAMED,shakespeare
LOWLY PLACE WHERE ,hawthorne
AND   BITTERHAD   ,hawthorne
MAKE  THEIR ABODE ,plato
COLORSFOR   THE   ,confucius
GRACE THAT  THEIR ,aquinas
YOU   SIR   YOU   ,shakespeare
HEROESAND   WHAT  ,plato
WHO   NEVER MAKE  ,plato
STOOD OVER  HIM   ,tolstoy
WOFUL TIME  DEATH ,shakespeare
THE   JEWS  HOUSE ,shakespeare
YOUR  PAST  AND   ,tolstoy
DOG   JEW   DID   ,shakespeare
HIS   OATH  ENTER ,shakespeare
WILL  NOT   OBTAIN,aquinas
THAT  COMES FROM  ,aquinas
WIS   THE   LORD  ,aquinas
MONTHSBEFORETHAT  ,tolstoy
HOUSE WHERE YOU   ,hawthorne
THROW LIGHT UPON  ,plato
TIS   NOT   THAT  ,shakespeare
HIGHLYTHE   FAVOUR,plato
LET   THEM  LIE   ,shakespeare
THE   SPRINGDAYS  ,confucius
FEAR  THEM  AND   ,plato
THE   KRMLINJUST  ,tolstoy
LAIN  AMONG THE   ,hawthorne
GOD   ALL   THAT  ,plato
TEXT  HERE  CHN   ,confucius
MEADS WHAT  NOBLE ,confucius
CARD  WHICH HAD   ,hawthorne
THINGSWHILE THE   ,aquinas
HOURS WHAT  WAS   ,hawthorne
REASONAND   SUCH  ,plato
THEN  THIS  AND   ,tolstoy
LEAVESAND   THE   ,hawthorne
PROVE THE   END   ,shakespeare
JARS  THINGSFOR   ,confucius
BUT   WHAT  OTHER ,hawthorne
ONE   COULD PAINT ,tolstoy
HID   THAT  SUFFER,shakespeare
SKULL THAT  BRED  ,shakespeare
OURS  SHED  BLOOD ,shakespeare
OXEN  LED   THE   ,confucius
COUSINAND   THE   ,tolstoy
THAT  THE   FAMILY,tolstoy
MUST  ADMIT THIS  ,plato
THAT  THE   FOWLS ,hawthorne
BILBINITS   NOT   ,tolstoy
WOULD MOST  HAVE  ,hawthorne
ABOUT WAR   WELL  ,plato
OWN   FIVE  AND   ,hawthorne
SIDES AND   HEART ,shakespeare
AROUNDTHIS  YOUTH ,hawthorne
SHALL MISS  OUR   ,shakespeare
KUNG  SHAN  THE   ,confucius
FOR   THEY  CAME  ,plato
PEOPLEALL   SWOLN ,shakespeare
MANY  OTHER KINDS ,plato
LITTLEANIMALBUT   ,tolstoy
NOR   THE   FLESH ,aquinas
DIED  SOME  TWENTY,hawthorne
HONOR DID   NOT   ,aquinas
YOUR  LIVES SHALL ,shakespeare
BEAR  HENCE THIS  ,shakespeare
AND   OLD   MAIDEN,hawthorne
EACH  TWIG  AND   ,confucius
HEAVENREPLY OBJ   ,aquinas
WELL  THE   ILIAD ,plato
BUT   SHE   NAMED ,hawthorne
MANG  KUNG  CHOH  ,confucius
AND   SAID  INDEED,confucius
WHOSE LIFE  MIGHT ,aquinas
MUST  NOT   THEY  ,plato
MUST  NEEDS EXCEL ,aquinas
THAT  WOULD WIN   ,hawthorne
